user_id,city,job_type,income,expenses,savings,loan_amount,txn_frequency,digital_ratio,income_volatility,late_night_ratio,default
3832,Durg,Auto Driver,14427.32,10277.86,4149.46,10511,185,0.94,0.45,0.06,1
3833,Bilaspur,Auto Driver,12588.64,9152.55,3436.1,12983,56,0.94,0.35,0.03,0
3834,Durg,Auto Driver,18743.11,19586.06,-842.95,17409,58,0.82,0.23,0.15,1
3835,Durg,Shop Owner,16999.6,12644.51,4355.09,10975,178,0.69,0.48,0.19,1
3836,Korba,Street Vendor,20386.79,17011.69,3375.09,7377,145,0.63,0.45,0.05,1
3837,Raipur,Freelancer,9694.56,9929.16,-234.6,9122,156,0.8,0.29,0.1,1
3838,Korba,Freelancer,14715.88,16866.58,-2150.7,8039,160,0.6,0.33,0.15,1
3839,Bilaspur,Freelancer,10285.12,6179.85,4105.27,12867,96,1.0,0.45,0.06,1
3840,Korba,Shop Owner,23875.06,20499.12,3375.94,7801,65,0.78,0.45,0.27,1
3841,Bhilai,Auto Driver,28420.37,20384.94,8035.43,11066,176,0.94,0.2,0.21,0
3842,Raipur,Street Vendor,15768.87,10807.65,4961.23,13915,67,0.95,0.23,0.12,0
3843,Bhilai,Freelancer,27990.5,23890.63,4099.88,13476,65,0.61,0.39,0.09,0
3844,Bilaspur,Auto Driver,6559.23,5540.62,1018.61,4886,175,0.85,0.36,0.03,0
3845,Bilaspur,Freelancer,9222.9,7537.44,1685.46,16259,53,0.7,0.15,0.23,0
3846,Durg,Delivery Partner,14992.79,13087.03,1905.75,19666,69,0.88,0.17,0.11,0
3847,Korba,Auto Driver,29228.85,34464.35,-5235.5,7878,129,0.71,0.13,0.28,1
3848,Raipur,Shop Owner,14067.13,9956.64,4110.5,13025,166,0.67,0.19,0.17,0
3849,Raipur,Freelancer,30521.9,24076.5,6445.39,12609,188,0.79,0.18,0.2,0
3850,Bhilai,Street Vendor,17617.93,10982.0,6635.93,8119,140,0.64,0.46,0.21,1
3851,Korba,Street Vendor,12472.66,10303.83,2168.83,6146,121,0.62,0.45,0.3,1
3852,Bilaspur,Freelancer,25896.97,23742.61,2154.36,7355,116,0.78,0.18,0.16,0
3853,Bilaspur,Delivery Partner,14103.65,15063.42,-959.78,18503,183,0.8,0.38,0.3,1
3854,Bhilai,Delivery Partner,8398.98,8530.24,-131.27,2901,127,0.7,0.3,0.15,1
3855,Durg,Shop Owner,11921.55,13650.75,-1729.2,10387,109,0.66,0.26,0.05,1
3856,Durg,Delivery Partner,26863.15,20812.98,6050.17,12587,63,0.9,0.37,0.27,1
3857,Bilaspur,Freelancer,21093.47,17782.07,3311.4,19959,117,1.0,0.2,0.0,0
3858,Bilaspur,Street Vendor,12877.69,11050.96,1826.73,11637,191,0.68,0.13,0.21,0
3859,Bhilai,Delivery Partner,39669.46,28391.21,11278.25,6617,130,0.84,0.36,0.18,0
3860,Raipur,Street Vendor,13558.68,10129.45,3429.24,18825,91,0.66,0.3,0.05,0
3861,Bilaspur,Shop Owner,20277.88,22696.49,-2418.61,9958,115,0.89,0.25,0.26,1
3862,Korba,Street Vendor,12711.32,9985.13,2726.19,9958,195,0.79,0.38,0.02,0
3863,Korba,Delivery Partner,9520.72,7303.93,2216.79,2071,109,0.63,0.36,0.13,0
3864,Bhilai,Freelancer,11869.05,7641.42,4227.62,16433,119,0.72,0.2,0.27,1
3865,Korba,Auto Driver,16134.08,15999.5,134.58,11170,52,0.82,0.45,0.18,1
3866,Durg,Street Vendor,8950.65,9284.21,-333.56,5317,66,0.68,0.13,0.28,1
3867,Durg,Shop Owner,13516.76,12224.15,1292.61,2051,90,0.94,0.4,0.07,0
3868,Durg,Freelancer,9242.41,7341.04,1901.38,15720,168,0.95,0.28,0.29,1
3869,Durg,Shop Owner,15683.46,17538.06,-1854.6,18558,82,0.69,0.35,0.11,1
3870,Durg,Shop Owner,17126.69,18530.63,-1403.94,9009,145,0.91,0.33,0.19,1
3871,Durg,Delivery Partner,23103.55,25029.24,-1925.7,7232,171,0.83,0.29,0.19,1
3872,Raipur,Freelancer,12498.32,12349.58,148.74,19509,198,0.86,0.24,0.15,0
3873,Korba,Auto Driver,26272.28,20129.45,6142.82,15747,111,0.98,0.13,0.02,0
3874,Korba,Freelancer,19880.16,18097.84,1782.33,16412,152,1.0,0.27,0.19,0
3875,Bilaspur,Auto Driver,29612.23,18880.23,10732.0,19253,163,0.86,0.18,0.29,1
3876,Korba,Street Vendor,25642.09,18101.97,7540.12,2204,114,0.76,0.43,0.08,1
3877,Raipur,Delivery Partner,26712.03,30768.58,-4056.54,7976,166,0.66,0.16,0.01,1
3878,Korba,Auto Driver,16151.32,15742.39,408.93,2833,130,0.66,0.29,0.07,0
3879,Bilaspur,Freelancer,18919.92,17076.91,1843.02,19289,112,0.63,0.35,0.02,0
3880,Korba,Auto Driver,28942.12,28210.63,731.49,15419,148,0.96,0.35,0.04,0
3881,Durg,Shop Owner,10393.65,8753.27,1640.38,18315,72,0.61,0.26,0.3,1
3882,Bhilai,Auto Driver,17931.02,12207.01,5724.02,17225,135,0.97,0.18,0.06,0
3883,Korba,Street Vendor,13328.94,9435.63,3893.31,3959,69,0.73,0.13,0.08,0
3884,Korba,Delivery Partner,21047.93,23947.44,-2899.51,13569,129,0.87,0.19,0.23,1
3885,Raipur,Delivery Partner,23648.71,25401.56,-1752.85,4563,61,0.64,0.46,0.26,1
3886,Bhilai,Auto Driver,7752.36,7606.21,146.15,10931,187,0.61,0.32,0.02,0
3887,Korba,Auto Driver,19695.14,12029.52,7665.62,12661,76,0.67,0.2,0.03,0
3888,Bilaspur,Freelancer,19601.32,16900.73,2700.59,2699,191,0.89,0.16,0.06,0
3889,Durg,Delivery Partner,13880.43,9559.63,4320.8,11614,117,0.86,0.3,0.22,0
3890,Korba,Shop Owner,13720.54,16438.3,-2717.76,5130,145,0.9,0.29,0.06,1
3891,Durg,Delivery Partner,14418.32,8670.2,5748.12,10693,51,0.85,0.49,0.23,1
3892,Korba,Freelancer,18870.78,15976.57,2894.22,16065,169,0.92,0.32,0.13,0
3893,Durg,Street Vendor,9023.41,9715.87,-692.46,16540,168,0.76,0.29,0.15,1
3894,Bilaspur,Freelancer,22417.24,22905.09,-487.85,8537,95,0.82,0.36,0.15,1
3895,Korba,Street Vendor,14001.25,10138.29,3862.96,5341,99,0.8,0.32,0.27,1
3896,Raipur,Street Vendor,26403.09,29569.23,-3166.14,19963,184,0.67,0.16,0.13,1
3897,Bhilai,Auto Driver,22861.93,16740.74,6121.19,18346,194,0.99,0.44,0.16,1
3898,Durg,Freelancer,20505.24,19530.41,974.82,16747,126,0.66,0.18,0.19,0
3899,Durg,Freelancer,17275.19,15442.81,1832.38,8771,185,0.86,0.22,0.09,0
3900,Bilaspur,Auto Driver,22960.59,24004.57,-1043.97,9735,134,0.73,0.39,0.24,1
3901,Durg,Street Vendor,9753.27,6879.54,2873.73,5742,190,0.66,0.31,0.3,1
3902,Bhilai,Delivery Partner,17708.26,20061.1,-2352.84,7849,103,0.63,0.49,0.15,1
3903,Korba,Freelancer,24302.59,20715.73,3586.86,16272,85,0.71,0.3,0.28,1
3904,Durg,Street Vendor,22919.28,23370.66,-451.38,19181,187,0.63,0.21,0.03,1
3905,Korba,Delivery Partner,9222.11,9291.74,-69.63,17569,52,0.66,0.1,0.16,1
3906,Korba,Shop Owner,13362.92,10649.22,2713.7,8218,106,0.83,0.15,0.14,0
3907,Bhilai,Street Vendor,8026.41,9195.5,-1169.09,18066,168,0.61,0.28,0.07,1
3908,Durg,Auto Driver,19896.35,14013.41,5882.94,12524,112,0.67,0.23,0.06,0
3909,Bhilai,Shop Owner,11432.78,9444.66,1988.12,2193,106,0.72,0.32,0.12,0
3910,Bilaspur,Auto Driver,26633.52,17059.87,9573.65,15169,107,0.9,0.49,0.08,1
3911,Bilaspur,Street Vendor,27238.75,23007.88,4230.88,5067,164,0.72,0.2,0.09,0
3912,Korba,Freelancer,14009.43,9495.19,4514.24,14736,112,0.86,0.13,0.15,0
3913,Bhilai,Street Vendor,23939.21,14381.4,9557.81,14821,90,0.89,0.46,0.12,1
3914,Korba,Street Vendor,18292.65,17116.19,1176.47,15029,175,0.74,0.36,0.21,0
3915,Durg,Street Vendor,16517.33,13579.4,2937.93,3770,53,0.76,0.43,0.24,1
3916,Durg,Shop Owner,8479.02,5655.62,2823.4,9516,98,0.73,0.11,0.02,0
3917,Korba,Shop Owner,11025.33,10588.14,437.19,16574,167,0.8,0.46,0.0,1
3918,Bhilai,Shop Owner,24915.11,26755.01,-1839.9,10634,91,0.79,0.11,0.07,1
3919,Bilaspur,Auto Driver,23190.39,18600.2,4590.19,11726,79,0.7,0.16,0.05,0
3920,Bhilai,Delivery Partner,20268.72,19706.44,562.28,11926,89,0.8,0.21,0.11,0
3921,Korba,Street Vendor,13543.69,14289.52,-745.83,16841,56,0.66,0.2,0.24,1
3922,Bilaspur,Shop Owner,18465.21,14443.48,4021.73,4022,112,0.92,0.13,0.2,0
3923,Durg,Delivery Partner,17899.53,19971.19,-2071.66,4775,104,0.74,0.27,0.06,1
3924,Korba,Shop Owner,15476.08,10540.9,4935.18,19641,58,0.74,0.2,0.14,0
3925,Raipur,Freelancer,9145.24,7806.02,1339.23,6906,100,0.83,0.24,0.13,0
3926,Durg,Street Vendor,19006.93,22598.66,-3591.73,16155,144,0.67,0.45,0.04,1
3927,Durg,Delivery Partner,26659.96,19810.28,6849.68,4303,102,0.67,0.21,0.13,0
3928,Bhilai,Delivery Partner,23132.14,27502.38,-4370.24,14477,84,0.82,0.4,0.17,1
3929,Raipur,Freelancer,18349.84,17297.14,1052.7,12247,55,0.93,0.26,0.1,0
3930,Bhilai,Street Vendor,21050.36,22889.75,-1839.39,9038,80,0.82,0.43,0.18,1
3931,Korba,Street Vendor,14582.34,9976.47,4605.87,9524,146,0.87,0.47,0.13,1
3932,Bilaspur,Auto Driver,19590.7,20160.28,-569.58,13768,53,0.75,0.33,0.12,1
3933,Durg,Auto Driver,15363.77,18136.51,-2772.74,8160,183,0.72,0.38,0.01,1
3934,Bilaspur,Shop Owner,30668.7,23160.67,7508.02,17522,199,0.79,0.13,0.09,0
3935,Korba,Street Vendor,16174.27,10379.12,5795.16,8320,168,0.81,0.11,0.04,0
3936,Durg,Auto Driver,32143.54,20467.9,11675.64,14859,57,0.93,0.23,0.27,1
3937,Korba,Street Vendor,11639.4,9692.74,1946.66,17780,113,0.76,0.29,0.2,0
3938,Bilaspur,Shop Owner,13229.39,11020.93,2208.45,19209,128,0.82,0.4,0.16,0
3939,Bilaspur,Shop Owner,12160.07,10058.49,2101.58,15894,189,1.0,0.5,0.21,1
3940,Korba,Delivery Partner,16760.37,14903.51,1856.87,17645,142,0.84,0.35,0.24,0
3941,Durg,Auto Driver,8253.65,5548.33,2705.33,3869,90,0.81,0.23,0.03,0
3942,Raipur,Street Vendor,24958.63,19185.3,5773.33,8982,186,0.7,0.11,0.1,0
3943,Korba,Delivery Partner,6471.46,3903.37,2568.09,18041,96,1.0,0.27,0.11,0
3944,Bhilai,Street Vendor,16435.31,11976.25,4459.06,17327,79,0.85,0.17,0.07,0
3945,Raipur,Auto Driver,25306.42,29951.3,-4644.88,16524,80,0.71,0.43,0.16,1
3946,Raipur,Street Vendor,27520.28,31493.3,-3973.02,14046,70,0.8,0.27,0.1,1
3947,Durg,Shop Owner,9433.71,8306.05,1127.65,19241,107,0.62,0.29,0.19,0
3948,Durg,Delivery Partner,16382.83,11294.28,5088.55,3432,179,0.7,0.3,0.2,0
3949,Bhilai,Auto Driver,12898.91,14269.99,-1371.09,13203,191,0.7,0.31,0.06,1
3950,Durg,Delivery Partner,27090.91,18131.78,8959.14,10681,65,0.83,0.24,0.03,0
3951,Raipur,Shop Owner,9216.83,7415.75,1801.09,11003,105,0.61,0.2,0.0,0
3952,Raipur,Auto Driver,24082.52,24415.66,-333.14,19577,180,0.75,0.22,0.18,1
3953,Bhilai,Delivery Partner,15701.0,15782.02,-81.02,8927,111,0.7,0.4,0.17,1
3954,Durg,Shop Owner,13756.41,9773.68,3982.73,11186,50,0.99,0.12,0.23,0
3955,Korba,Delivery Partner,25562.09,28311.74,-2749.65,15064,55,1.0,0.31,0.22,1
3956,Bilaspur,Delivery Partner,16379.11,18202.21,-1823.1,2989,130,0.96,0.39,0.27,1
3957,Korba,Auto Driver,14789.82,15088.03,-298.22,2719,106,0.62,0.14,0.01,1
3958,Raipur,Shop Owner,17989.58,19017.18,-1027.59,2607,57,0.79,0.4,0.21,1
3959,Bilaspur,Delivery Partner,16631.37,19882.0,-3250.62,3591,77,0.65,0.46,0.17,1
3960,Bilaspur,Freelancer,32514.83,29247.3,3267.53,15780,134,0.73,0.23,0.18,0
3961,Bhilai,Delivery Partner,18909.32,18751.94,157.38,11332,64,0.91,0.24,0.27,1
3962,Bilaspur,Auto Driver,14289.77,10920.23,3369.54,14884,124,0.91,0.33,0.15,0
3963,Bilaspur,Street Vendor,23270.49,19845.39,3425.1,7996,155,0.6,0.31,0.28,1
3964,Bhilai,Street Vendor,18267.02,17572.46,694.56,19018,74,0.76,0.28,0.25,1
3965,Durg,Shop Owner,29877.17,26446.89,3430.28,10435,195,0.96,0.13,0.18,0
3966,Bilaspur,Freelancer,10075.71,10444.43,-368.72,18593,159,0.75,0.3,0.2,1
3967,Korba,Shop Owner,15681.13,14328.33,1352.8,7990,196,0.66,0.41,0.09,1
3968,Durg,Street Vendor,8429.78,8104.62,325.16,18416,153,0.85,0.16,0.13,0
3969,Durg,Shop Owner,16557.21,10902.28,5654.93,5980,81,0.85,0.38,0.25,0
3970,Bhilai,Auto Driver,13525.77,15592.44,-2066.66,3727,129,0.87,0.14,0.09,1
3971,Raipur,Shop Owner,7059.64,5148.54,1911.11,9770,78,0.78,0.26,0.17,0
3972,Korba,Street Vendor,12442.13,9641.51,2800.62,6165,188,0.98,0.22,0.24,0
3973,Korba,Street Vendor,9856.59,11512.93,-1656.34,9089,143,0.99,0.36,0.22,1
3974,Korba,Street Vendor,17803.58,21238.94,-3435.35,19996,71,0.9,0.18,0.09,1
3975,Korba,Shop Owner,5870.48,5360.85,509.64,2807,151,0.84,0.46,0.01,1
3976,Bilaspur,Freelancer,22728.69,21911.48,817.21,19297,103,1.0,0.11,0.24,0
3977,Korba,Street Vendor,24541.4,18037.16,6504.24,4609,132,0.79,0.3,0.06,0
3978,Bilaspur,Auto Driver,23668.19,16663.26,7004.92,19146,155,0.8,0.2,0.23,0
3979,Durg,Auto Driver,30691.67,23930.98,6760.69,5185,55,0.67,0.49,0.19,1
3980,Bilaspur,Delivery Partner,22203.24,24144.76,-1941.52,6773,101,0.71,0.31,0.13,1
3981,Bilaspur,Freelancer,10584.56,7679.15,2905.41,3311,148,0.62,0.44,0.07,1
3982,Korba,Delivery Partner,7588.96,8155.37,-566.41,7165,116,0.83,0.22,0.23,1
3983,Bhilai,Delivery Partner,24056.79,26858.85,-2802.06,12733,96,0.99,0.24,0.27,1
3984,Korba,Auto Driver,16953.3,10444.9,6508.4,17788,86,0.61,0.23,0.28,1
3985,Korba,Shop Owner,12741.27,14275.06,-1533.79,19228,134,0.7,0.12,0.11,1
3986,Bhilai,Auto Driver,34620.4,34237.13,383.27,19493,135,0.99,0.34,0.3,1
3987,Bilaspur,Delivery Partner,8750.45,6907.8,1842.65,12160,158,0.83,0.22,0.27,1
3988,Bilaspur,Delivery Partner,12630.15,12194.85,435.3,16971,53,0.76,0.19,0.25,1
3989,Korba,Freelancer,20973.64,19511.46,1462.18,5049,52,1.0,0.17,0.1,0
3990,Durg,Shop Owner,16256.07,12024.52,4231.55,18773,82,0.78,0.21,0.13,0
3991,Bilaspur,Auto Driver,24603.71,15901.41,8702.3,12764,134,0.72,0.43,0.21,1
3992,Raipur,Delivery Partner,19323.74,22554.29,-3230.54,17507,78,0.86,0.17,0.18,1
3993,Bilaspur,Delivery Partner,13977.87,14215.57,-237.71,16251,150,0.65,0.47,0.12,1
3994,Bhilai,Delivery Partner,18889.44,19004.22,-114.78,15510,130,0.73,0.36,0.1,1
3995,Raipur,Shop Owner,12465.95,7701.64,4764.3,14194,170,0.93,0.31,0.25,0
3996,Bhilai,Street Vendor,14625.37,14390.15,235.22,17544,125,0.83,0.25,0.29,1
3997,Durg,Street Vendor,25432.59,23172.76,2259.83,13644,83,0.95,0.16,0.09,0
3998,Raipur,Auto Driver,15527.11,15997.12,-470.02,13511,78,0.67,0.15,0.17,1
3999,Raipur,Shop Owner,13369.12,13954.63,-585.51,18051,166,0.64,0.35,0.07,1
4000,Raipur,Delivery Partner,25118.95,28585.53,-3466.58,13956,86,0.84,0.2,0.03,1
4001,Raipur,Street Vendor,31211.35,35091.66,-3880.32,11015,160,0.86,0.27,0.12,1
4002,Durg,Shop Owner,23715.27,24604.2,-888.93,7229,160,0.98,0.11,0.17,1
4003,Bhilai,Shop Owner,21823.34,19556.36,2266.98,6194,152,0.8,0.19,0.2,0
4004,Bhilai,Freelancer,11088.16,7652.32,3435.84,7472,102,0.67,0.11,0.12,0
4005,Raipur,Freelancer,8574.46,6538.35,2036.12,3085,104,0.77,0.29,0.08,0
4006,Durg,Freelancer,14431.56,11736.41,2695.15,11890,102,0.61,0.49,0.2,1
4007,Durg,Freelancer,15981.66,13565.35,2416.31,16772,179,0.84,0.5,0.01,1
4008,Durg,Street Vendor,7581.42,6464.67,1116.75,9449,138,0.94,0.14,0.06,0
4009,Durg,Shop Owner,16675.24,15343.96,1331.29,9591,63,0.96,0.34,0.17,0
4010,Korba,Freelancer,18525.58,16403.03,2122.55,6218,147,0.67,0.32,0.03,0
4011,Durg,Delivery Partner,12086.33,12584.93,-498.6,2142,171,0.72,0.2,0.25,1
4012,Bilaspur,Street Vendor,19574.32,22345.86,-2771.54,14187,165,0.82,0.33,0.14,1
4013,Bhilai,Shop Owner,8201.93,6099.31,2102.62,4699,104,0.72,0.43,0.13,1
4014,Bhilai,Street Vendor,33488.68,34051.82,-563.14,12146,162,0.68,0.28,0.17,1
4015,Bilaspur,Freelancer,13655.82,13755.35,-99.53,17765,104,0.71,0.17,0.28,1
4016,Bhilai,Shop Owner,15011.04,12494.22,2516.82,14880,128,0.76,0.19,0.06,0
4017,Bilaspur,Freelancer,10756.63,8829.15,1927.48,7603,172,0.63,0.32,0.25,0
4018,Korba,Freelancer,30069.06,31850.91,-1781.84,3366,118,0.62,0.25,0.13,1
4019,Korba,Auto Driver,19533.17,18267.73,1265.45,14098,54,0.94,0.31,0.09,0
4020,Bilaspur,Freelancer,28544.4,22896.94,5647.47,11679,64,0.84,0.1,0.13,0
4021,Durg,Delivery Partner,25838.88,17013.98,8824.9,13770,109,0.84,0.25,0.21,0
4022,Bhilai,Auto Driver,10814.32,9511.12,1303.2,2412,78,0.76,0.47,0.16,1
4023,Raipur,Freelancer,15631.8,16265.05,-633.25,17178,89,0.79,0.37,0.14,1
4024,Korba,Delivery Partner,21568.63,16183.27,5385.37,4748,51,0.9,0.22,0.14,0
4025,Raipur,Freelancer,28319.36,26737.11,1582.25,7561,158,0.98,0.34,0.08,0
4026,Bilaspur,Shop Owner,12600.59,8376.13,4224.46,11125,113,0.87,0.33,0.04,0
4027,Durg,Auto Driver,18330.92,18456.37,-125.45,9090,151,0.7,0.49,0.26,1
4028,Korba,Delivery Partner,23288.8,16225.06,7063.74,14810,113,0.64,0.14,0.19,0
4029,Durg,Shop Owner,15474.93,17521.62,-2046.68,8600,134,0.91,0.3,0.24,1
4030,Bhilai,Shop Owner,10486.12,6337.07,4149.05,17848,117,0.62,0.43,0.15,1
4031,Bilaspur,Freelancer,19758.54,23045.84,-3287.3,3515,131,0.81,0.46,0.1,1
4032,Korba,Freelancer,8531.35,7732.55,798.79,19397,161,0.74,0.17,0.23,0
4033,Durg,Delivery Partner,13376.97,9362.47,4014.5,8891,185,0.69,0.45,0.28,1
4034,Korba,Auto Driver,17898.65,17637.81,260.84,13952,143,0.66,0.42,0.2,1
4035,Raipur,Delivery Partner,12171.47,9612.91,2558.56,10876,84,0.67,0.49,0.05,1
4036,Raipur,Auto Driver,24921.85,25502.2,-580.35,3564,167,0.78,0.27,0.24,1
4037,Bhilai,Shop Owner,21334.82,15074.83,6259.99,11840,182,0.75,0.14,0.23,0
4038,Bilaspur,Auto Driver,23398.06,16250.67,7147.39,9751,63,0.85,0.38,0.11,0
4039,Bhilai,Delivery Partner,25928.31,22018.47,3909.84,15148,66,0.77,0.47,0.19,1
4040,Raipur,Shop Owner,9540.27,8708.6,831.68,13320,135,0.92,0.14,0.05,0
4041,Raipur,Auto Driver,14516.2,11446.35,3069.85,8198,171,0.94,0.45,0.18,1
4042,Bhilai,Street Vendor,26070.72,26384.24,-313.52,9529,183,0.74,0.49,0.04,1
4043,Bilaspur,Street Vendor,18423.77,20712.99,-2289.21,19943,194,0.94,0.31,0.29,1
4044,Korba,Shop Owner,13535.71,10362.62,3173.09,10540,163,0.87,0.49,0.21,1
4045,Raipur,Freelancer,11844.76,12846.95,-1002.19,3995,111,0.78,0.22,0.03,1
4046,Korba,Freelancer,23950.55,22295.26,1655.29,11352,144,0.97,0.16,0.29,1
4047,Korba,Freelancer,11526.76,10504.09,1022.67,12933,100,0.88,0.45,0.15,1
4048,Bilaspur,Street Vendor,21801.69,17479.84,4321.85,8458,93,0.82,0.36,0.02,0
4049,Bilaspur,Shop Owner,8046.54,5812.01,2234.53,2618,76,0.84,0.32,0.08,0
4050,Bilaspur,Street Vendor,18425.17,18352.07,73.1,12227,187,0.63,0.37,0.12,0
4051,Raipur,Street Vendor,7778.66,8327.43,-548.77,13448,150,0.99,0.19,0.18,1
4052,Bhilai,Shop Owner,10586.19,11531.95,-945.76,8115,149,0.81,0.46,0.1,1
4053,Durg,Freelancer,22427.85,15931.19,6496.66,9176,145,0.71,0.26,0.18,0
4054,Raipur,Auto Driver,15854.77,13133.89,2720.87,10870,153,0.91,0.45,0.09,1
4055,Bilaspur,Auto Driver,14825.68,13642.69,1182.99,15417,119,0.65,0.15,0.15,0
4056,Durg,Auto Driver,7472.03,5527.43,1944.6,6458,87,0.83,0.47,0.27,1
4057,Raipur,Freelancer,13098.46,9524.96,3573.5,15883,187,0.79,0.14,0.07,0
4058,Korba,Street Vendor,24589.83,24928.17,-338.33,7286,144,0.84,0.26,0.08,1
4059,Durg,Street Vendor,18244.56,11791.44,6453.12,13109,50,0.91,0.28,0.26,1
4060,Bilaspur,Freelancer,6195.25,6617.28,-422.03,13737,63,0.83,0.41,0.0,1
4061,Bhilai,Shop Owner,20581.72,16195.39,4386.33,15930,94,0.99,0.12,0.15,0
4062,Raipur,Freelancer,10133.27,10694.41,-561.13,15924,88,0.96,0.22,0.15,1
4063,Raipur,Freelancer,21415.22,17802.37,3612.85,12341,178,0.64,0.35,0.03,0
4064,Raipur,Freelancer,27125.4,25768.61,1356.79,11227,153,0.85,0.14,0.03,0
4065,Korba,Street Vendor,18211.69,13695.48,4516.21,18647,94,0.83,0.36,0.18,0
4066,Raipur,Delivery Partner,23025.83,23993.61,-967.78,2042,130,0.79,0.41,0.07,1
4067,Bilaspur,Auto Driver,14248.85,16970.52,-2721.66,10122,107,0.97,0.34,0.09,1
4068,Raipur,Shop Owner,25095.21,18902.01,6193.2,9629,83,0.62,0.33,0.04,0
4069,Korba,Delivery Partner,19512.57,14804.25,4708.32,6937,65,0.69,0.45,0.08,1
4070,Korba,Street Vendor,27509.24,26009.79,1499.44,16713,153,0.72,0.28,0.16,0
4071,Bhilai,Auto Driver,16129.99,15060.93,1069.06,4242,195,0.84,0.33,0.13,0
4072,Bhilai,Street Vendor,27892.32,30104.41,-2212.09,11192,153,1.0,0.18,0.03,1
4073,Bhilai,Shop Owner,18450.48,19578.87,-1128.39,6539,107,0.76,0.45,0.16,1
4074,Bhilai,Street Vendor,16935.32,17676.13,-740.81,5880,65,0.63,0.47,0.07,1
4075,Korba,Auto Driver,20063.74,13043.46,7020.28,8245,164,0.87,0.43,0.24,1
4076,Raipur,Auto Driver,17207.2,20595.92,-3388.72,16474,73,0.89,0.25,0.25,1
4077,Raipur,Street Vendor,29665.82,20942.98,8722.84,6892,125,0.65,0.25,0.18,0
4078,Durg,Shop Owner,31331.04,24580.36,6750.68,14644,78,0.69,0.41,0.24,1
4079,Bhilai,Street Vendor,16337.63,10249.69,6087.94,12090,136,0.64,0.17,0.17,0
4080,Bhilai,Freelancer,17011.29,16822.83,188.47,16403,148,0.68,0.34,0.26,1
4081,Korba,Freelancer,5555.64,3349.9,2205.73,14897,122,0.97,0.47,0.07,1
4082,Bhilai,Auto Driver,18808.36,13656.16,5152.2,16960,186,0.81,0.47,0.07,1
4083,Korba,Street Vendor,28917.78,32640.75,-3722.97,13671,129,0.76,0.35,0.11,1
4084,Bilaspur,Freelancer,39401.26,30734.19,8667.08,16620,153,0.85,0.46,0.05,1
4085,Bilaspur,Auto Driver,16013.9,14940.15,1073.75,8862,134,0.85,0.31,0.14,0
4086,Bilaspur,Freelancer,9410.46,11105.63,-1695.17,17340,73,0.75,0.48,0.23,1
4087,Bhilai,Auto Driver,13404.75,8227.03,5177.71,18272,179,0.74,0.35,0.01,0
4088,Korba,Shop Owner,17871.62,12579.11,5292.5,6200,103,0.8,0.48,0.23,1
4089,Durg,Delivery Partner,17447.63,14971.16,2476.48,5245,74,0.61,0.34,0.07,0
4090,Raipur,Shop Owner,28754.27,20322.78,8431.49,17448,125,0.7,0.12,0.01,0
4091,Durg,Auto Driver,22960.39,21851.46,1108.92,8809,155,0.95,0.42,0.1,1
4092,Bhilai,Freelancer,9635.92,6550.89,3085.03,5541,78,0.89,0.26,0.2,0
4093,Bilaspur,Freelancer,14840.83,10031.95,4808.88,18452,70,0.7,0.17,0.14,0
4094,Korba,Street Vendor,14941.28,16529.21,-1587.93,16525,148,0.83,0.46,0.12,1
4095,Bhilai,Street Vendor,23468.81,26252.89,-2784.08,19241,181,0.89,0.49,0.08,1
4096,Korba,Freelancer,23527.74,17649.99,5877.74,14758,50,0.66,0.23,0.04,0
4097,Bilaspur,Delivery Partner,20376.49,14626.24,5750.25,10924,182,0.73,0.26,0.0,0
4098,Raipur,Shop Owner,22296.81,14942.46,7354.34,7910,176,0.81,0.2,0.01,0
4099,Raipur,Shop Owner,20179.73,20245.46,-65.73,14672,119,0.99,0.47,0.1,1
4100,Bhilai,Delivery Partner,13627.91,16085.88,-2457.97,14734,125,0.82,0.28,0.09,1
4101,Korba,Freelancer,10202.14,8739.14,1463.0,5444,72,0.81,0.11,0.04,0
4102,Bilaspur,Freelancer,20110.24,18806.73,1303.5,12391,77,0.82,0.33,0.0,0
4103,Bilaspur,Street Vendor,29638.22,26621.01,3017.21,19771,51,0.65,0.23,0.05,0
4104,Bilaspur,Delivery Partner,19058.72,18773.25,285.48,5361,136,0.97,0.2,0.06,0
4105,Durg,Delivery Partner,20471.89,16782.73,3689.16,3308,167,0.91,0.35,0.08,0
4106,Bhilai,Freelancer,11479.79,13272.4,-1792.61,19934,65,0.92,0.18,0.29,1
4107,Durg,Auto Driver,13196.34,14615.12,-1418.78,15023,159,0.79,0.44,0.09,1
4108,Bilaspur,Street Vendor,26502.35,25352.72,1149.63,5159,127,0.65,0.14,0.24,0
4109,Raipur,Delivery Partner,18936.59,22489.43,-3552.84,6533,187,0.93,0.28,0.09,1
4110,Bhilai,Street Vendor,12100.86,9463.64,2637.22,2620,109,0.6,0.28,0.25,1
4111,Bhilai,Freelancer,15788.53,11527.78,4260.75,5919,111,0.9,0.48,0.0,1
4112,Raipur,Street Vendor,22716.83,15746.69,6970.14,19838,90,0.91,0.11,0.01,0
4113,Durg,Freelancer,25718.74,21792.78,3925.96,13970,195,0.66,0.17,0.14,0
4114,Bilaspur,Delivery Partner,27041.28,18638.76,8402.53,15594,198,0.92,0.5,0.15,1
