user_id,city,job_type,income,expenses,savings,income_volatility,digital_ratio,txn_frequency,late_night_ratio,loan_amount,default
1679,Raipur,Street Vendor,14989.9,10209.3,5042.25,0.41,0.57,67,0.06,15000.0,1
1680,Durg,Auto Driver,16121.12,8380.63,8598.79,0.45,0.53,77,0.17,57000.0,0
1681,Bhilai,Shop Owner,17689.62,13621.26,2430.74,0.05,0.67,327,0.07,47000.0,0
1682,Korba,Street Vendor,20697.26,15159.27,7149.41,0.35,0.6,58,0.13,103000.0,1
1683,Durg,Shop Owner,30679.17,28824.71,1086.0,0.05,0.6,139,0.06,111000.0,0
1684,Bilaspur,Auto Driver,18306.35,14351.93,2043.91,0.35,0.73,112,0.13,73000.0,1
1685,Raipur,Auto Driver,13120.34,9545.12,4005.53,0.52,0.49,136,0.07,64000.0,1
1686,Bilaspur,Delivery Partner,19598.1,10482.93,10983.41,0.41,0.82,177,0.43,28000.0,1
1687,Korba,Delivery Partner,9804.77,7481.12,1872.23,0.41,0.8,154,0.57,44000.0,1
1688,Bhilai,Street Vendor,21913.05,16416.88,5053.61,0.21,0.33,178,0.07,48000.0,1
1689,Durg,Shop Owner,55273.85,42140.55,6078.18,0.05,0.72,340,0.07,140000.0,1
1690,Bilaspur,Delivery Partner,18200.95,8901.95,7369.46,0.54,0.74,85,0.5,82000.0,0
1691,Raipur,Street Vendor,19597.75,11651.38,8025.38,0.17,0.59,237,0.1,65000.0,0
1692,Durg,Shop Owner,40675.13,31927.88,10496.33,0.2,0.6,162,0.03,135000.0,0
1693,Bhilai,Delivery Partner,8571.56,5864.8,1893.4,0.54,0.88,172,0.59,23000.0,1
1694,Raipur,Delivery Partner,22275.72,17141.66,4542.71,0.55,0.9,126,0.47,27000.0,0
1695,Bhilai,Auto Driver,20601.57,14189.5,2957.36,0.34,0.64,75,0.11,78000.0,1
1696,Raipur,Street Vendor,11148.67,6255.2,2668.29,0.05,0.64,171,0.12,47000.0,0
1697,Raipur,Freelancer,33505.95,15441.22,9427.66,0.61,0.83,42,0.69,134000.0,1
1698,Raipur,Street Vendor,16048.76,8049.69,7873.88,0.25,0.45,162,0.11,68000.0,0
1699,Korba,Delivery Partner,22583.39,12581.59,9453.6,0.34,0.9,165,0.38,55000.0,1
1700,Durg,Street Vendor,8088.92,6172.8,1366.66,0.24,0.65,196,0.1,38000.0,1
1701,Korba,Auto Driver,19060.29,14297.75,4257.49,0.3,0.74,88,0.14,93000.0,0
1702,Bhilai,Street Vendor,13562.62,8025.27,5933.43,0.31,0.32,220,0.05,58000.0,1
1703,Bhilai,Street Vendor,12301.94,8324.65,3873.08,0.23,0.41,200,0.13,51000.0,0
1704,Durg,Delivery Partner,25491.22,13934.8,4692.37,0.57,0.7,217,0.39,106000.0,1
1705,Bhilai,Street Vendor,12002.58,6930.89,2786.47,0.35,0.37,215,0.12,23000.0,0
1706,Raipur,Street Vendor,14536.41,9674.22,4761.0,0.28,0.37,125,0.08,40000.0,0
1707,Durg,Street Vendor,13195.53,9108.41,5073.27,0.3,0.41,235,0.1,19000.0,1
1708,Raipur,Delivery Partner,28320.43,15166.16,15903.54,0.34,0.94,160,0.27,82000.0,0
1709,Durg,Freelancer,30473.93,12911.27,10343.31,0.58,0.86,27,0.72,86000.0,1
1710,Durg,Street Vendor,13219.57,7903.16,3174.05,0.16,0.59,118,0.07,16000.0,1
1711,Raipur,Street Vendor,17418.18,14417.63,1697.26,0.15,0.58,83,0.08,64000.0,0
1712,Raipur,Delivery Partner,19573.32,11943.28,6600.89,0.24,0.8,151,0.4,27000.0,1
1713,Bilaspur,Street Vendor,11369.32,6688.88,5045.2,0.09,0.37,156,0.12,39000.0,0
1714,Bhilai,Auto Driver,22593.96,13866.45,9909.7,0.33,0.56,134,0.19,59000.0,0
1715,Raipur,Street Vendor,16548.26,10017.28,8463.1,0.42,0.6,137,0.09,68000.0,0
1716,Korba,Delivery Partner,16017.39,10563.63,4857.67,0.3,0.82,243,0.36,78000.0,0
1717,Raipur,Delivery Partner,16392.39,8049.78,3409.31,0.45,0.71,221,0.22,47000.0,1
1718,Durg,Freelancer,36551.29,19130.59,9276.7,0.6,0.96,20,0.3,100000.0,1
1719,Korba,Delivery Partner,23955.36,13873.02,9863.68,0.42,0.85,120,0.26,42000.0,0
1720,Raipur,Freelancer,25033.7,11025.01,14699.47,0.52,0.93,38,0.57,31000.0,0
1721,Raipur,Freelancer,38809.3,14771.43,24442.25,0.58,0.9,9,0.53,89000.0,0
1722,Raipur,Delivery Partner,29401.48,15789.17,14374.58,0.52,0.96,205,0.6,84000.0,0
1723,Bhilai,Auto Driver,10318.14,7584.46,3330.79,0.25,0.61,131,0.15,42000.0,0
1724,Raipur,Street Vendor,14551.26,12254.59,2130.35,0.06,0.63,230,0.11,15000.0,0
1725,Durg,Delivery Partner,19457.57,12417.77,6955.53,0.49,0.74,57,0.35,67000.0,1
1726,Raipur,Freelancer,31621.4,20167.61,13224.78,0.54,0.83,13,0.57,84000.0,1
1727,Durg,Shop Owner,32282.8,23140.69,7290.15,0.16,0.76,331,0.05,54000.0,1
1728,Korba,Street Vendor,15944.05,10494.63,4189.92,0.22,0.42,154,0.06,49000.0,1
1729,Bilaspur,Shop Owner,48610.79,32966.34,11569.32,0.13,0.8,270,0.05,221000.0,1
1730,Durg,Auto Driver,18706.63,10433.29,7517.92,0.24,0.74,145,0.19,31000.0,0
1731,Bhilai,Street Vendor,14165.24,7938.14,2749.33,0.3,0.69,215,0.05,63000.0,1
1732,Durg,Street Vendor,15976.53,8976.02,8678.53,0.19,0.63,143,0.12,24000.0,0
1733,Durg,Freelancer,24565.12,14659.44,6525.45,0.75,0.85,35,0.71,115000.0,0
1734,Bhilai,Street Vendor,12461.0,9980.94,1770.3,0.16,0.53,241,0.11,60000.0,0
1735,Raipur,Freelancer,24190.68,8853.0,19681.46,0.62,0.97,45,0.52,90000.0,1
1736,Bilaspur,Freelancer,28650.24,15159.82,16332.67,0.57,0.83,8,0.39,37000.0,0
1737,Bhilai,Delivery Partner,24877.2,14888.45,11492.23,0.51,0.97,161,0.23,71000.0,0
1738,Raipur,Shop Owner,28947.8,19351.97,12350.3,0.05,0.78,316,0.01,83000.0,0
1739,Bhilai,Delivery Partner,20136.03,9914.1,8880.45,0.5,0.98,156,0.55,39000.0,0
1740,Bhilai,Auto Driver,19098.88,10843.15,6050.61,0.2,0.62,115,0.12,85000.0,0
1741,Bilaspur,Auto Driver,15183.91,9463.06,2865.49,0.34,0.78,113,0.21,19000.0,1
1742,Bilaspur,Delivery Partner,16158.13,12127.81,4267.74,0.25,0.98,60,0.5,33000.0,0
1743,Bilaspur,Delivery Partner,26373.0,11974.84,10850.99,0.53,0.73,165,0.48,33000.0,0
1744,Raipur,Freelancer,16746.0,7742.92,8230.23,0.51,0.94,48,0.38,29000.0,0
1745,Bhilai,Delivery Partner,27026.04,13834.13,7307.76,0.44,0.72,114,0.33,52000.0,0
1746,Bhilai,Street Vendor,12565.96,8994.44,2201.91,0.13,0.42,255,0.06,57000.0,1
1747,Raipur,Delivery Partner,20738.52,11670.6,7768.31,0.44,0.88,153,0.33,23000.0,1
1748,Raipur,Delivery Partner,20613.3,12865.71,8202.49,0.62,0.76,201,0.42,61000.0,0
1749,Bilaspur,Auto Driver,12574.66,9634.76,2075.83,0.26,0.78,114,0.21,27000.0,0
1750,Raipur,Delivery Partner,16272.66,10489.11,7266.69,0.51,0.95,210,0.3,76000.0,1
1751,Durg,Auto Driver,17619.65,13003.79,5057.22,0.3,0.61,95,0.21,18000.0,0
1752,Raipur,Freelancer,21485.4,11124.67,6108.85,0.53,0.82,36,0.5,38000.0,0
1753,Raipur,Street Vendor,23319.15,13974.48,9432.81,0.29,0.67,203,0.13,98000.0,1
1754,Raipur,Auto Driver,13897.61,8564.64,4886.47,0.17,0.49,181,0.07,43000.0,1
1755,Korba,Delivery Partner,31726.01,16421.46,11488.86,0.53,0.84,173,0.33,76000.0,0
1756,Bilaspur,Auto Driver,19746.42,12905.42,4913.95,0.3,0.53,101,0.07,77000.0,1
1757,Korba,Street Vendor,21864.58,13320.61,9089.0,0.2,0.53,201,0.04,100000.0,0
1758,Bhilai,Street Vendor,10491.98,6203.66,3224.19,0.14,0.55,101,0.12,25000.0,0
1759,Raipur,Auto Driver,21689.55,15901.18,6209.85,0.28,0.67,119,0.17,54000.0,1
1760,Durg,Delivery Partner,15709.55,13384.48,1668.78,0.27,0.98,131,0.48,60000.0,1
1761,Bhilai,Street Vendor,21873.41,17524.77,3927.22,0.29,0.35,262,0.11,75000.0,0
1762,Bilaspur,Delivery Partner,24428.19,14821.94,5861.18,0.32,0.74,200,0.39,93000.0,1
1763,Raipur,Freelancer,15373.45,8509.2,3681.76,0.7,0.83,37,0.65,55000.0,1
1764,Bhilai,Delivery Partner,22464.42,12737.08,8452.1,0.38,0.88,145,0.2,34000.0,0
1765,Raipur,Freelancer,18400.64,10583.44,4268.74,0.5,0.95,10,0.43,26000.0,0
1766,Bhilai,Street Vendor,16187.05,8444.4,8757.59,0.31,0.41,197,0.02,58000.0,0
1767,Bilaspur,Street Vendor,10332.3,7411.61,3228.53,0.12,0.65,178,0.06,15000.0,0
1768,Bhilai,Street Vendor,15139.1,11666.18,3808.2,0.13,0.62,193,0.1,20000.0,0
1769,Bhilai,Delivery Partner,16304.07,8411.35,7349.95,0.45,0.72,214,0.27,37000.0,0
1770,Bhilai,Freelancer,27858.8,10837.18,7120.75,0.49,0.85,32,0.75,129000.0,0
1771,Bhilai,Delivery Partner,16604.65,11791.65,3582.27,0.37,0.87,171,0.35,65000.0,0
1772,Bilaspur,Street Vendor,12603.16,10516.94,2190.04,0.31,0.6,114,0.09,29000.0,0
1773,Bilaspur,Shop Owner,27824.99,25483.03,2625.04,0.14,0.57,434,0.09,65000.0,0
1774,Korba,Delivery Partner,31185.81,20961.24,5585.51,0.38,0.72,166,0.3,55000.0,1
1775,Bilaspur,Auto Driver,15740.62,10401.22,3591.2,0.42,0.5,115,0.11,43000.0,1
1776,Bhilai,Freelancer,25736.18,10789.76,13352.93,0.46,0.89,12,0.72,96000.0,1
1777,Durg,Street Vendor,15202.17,9172.07,7088.39,0.19,0.4,163,0.07,72000.0,1
1778,Bhilai,Freelancer,35896.75,17889.41,7963.31,0.62,0.85,43,0.71,54000.0,0
1779,Raipur,Auto Driver,20417.87,14484.8,7482.95,0.33,0.7,151,0.21,29000.0,1
1780,Bilaspur,Auto Driver,23461.12,15316.97,9808.37,0.31,0.41,144,0.05,41000.0,0
1781,Raipur,Delivery Partner,21107.73,13681.2,4456.75,0.34,0.78,58,0.44,70000.0,1
1782,Korba,Street Vendor,12553.09,9816.53,1530.33,0.33,0.51,270,0.06,45000.0,0
1783,Bhilai,Street Vendor,14098.1,11261.87,2495.55,0.4,0.67,121,0.08,16000.0,0
1784,Durg,Street Vendor,13817.01,12083.93,1991.68,0.21,0.35,181,0.01,68000.0,1
1785,Durg,Shop Owner,22120.31,16930.71,4907.04,0.05,0.62,275,0.06,92000.0,0
1786,Bilaspur,Freelancer,8816.97,5392.66,2431.31,0.73,0.91,9,0.66,17000.0,0
1787,Durg,Freelancer,35487.44,14933.58,12929.5,0.75,0.97,25,0.42,124000.0,1
1788,Durg,Freelancer,21079.75,7334.26,14322.61,0.61,0.94,25,0.47,72000.0,1
1789,Raipur,Shop Owner,63707.92,41925.38,16029.31,0.12,0.68,260,0.06,228000.0,1
1790,Durg,Delivery Partner,26634.78,19128.65,9259.63,0.41,0.88,142,0.49,124000.0,1
1791,Raipur,Shop Owner,24849.21,16837.3,8145.77,0.06,0.7,415,0.06,31000.0,0
1792,Bilaspur,Auto Driver,15165.19,10070.0,4644.63,0.26,0.59,114,0.23,60000.0,1
1793,Durg,Delivery Partner,28579.29,15672.03,5262.96,0.47,0.82,132,0.34,142000.0,1
1794,Durg,Street Vendor,15434.45,13769.84,2144.0,0.2,0.37,189,0.12,71000.0,1
1795,Raipur,Street Vendor,13306.84,9410.75,2426.66,0.21,0.59,93,0.02,36000.0,0
1796,Raipur,Freelancer,18498.3,10386.65,7045.41,0.66,0.86,50,0.66,65000.0,0
1797,Bilaspur,Auto Driver,15018.33,8708.71,4179.1,0.28,0.44,101,0.13,33000.0,0
1798,Raipur,Street Vendor,17745.42,10739.41,2962.74,0.15,0.45,231,0.14,67000.0,1
1799,Raipur,Shop Owner,45427.86,37690.53,4519.53,0.29,0.68,373,0.07,138000.0,1
1800,Raipur,Delivery Partner,28998.13,21518.84,9141.2,0.39,0.96,122,0.58,128000.0,0
1801,Korba,Freelancer,19873.24,10761.61,6483.34,0.49,0.92,23,0.69,79000.0,1
1802,Bilaspur,Delivery Partner,10236.8,4777.88,2864.62,0.62,0.77,197,0.36,11000.0,1
1803,Bhilai,Freelancer,12504.93,6889.17,2635.63,0.8,0.89,58,0.42,61000.0,1
1804,Raipur,Street Vendor,12000.33,8564.58,2783.27,0.12,0.35,167,0.14,31000.0,0
1805,Bhilai,Auto Driver,14530.96,10205.97,2406.49,0.25,0.69,108,0.16,25000.0,0
1806,Bilaspur,Auto Driver,26463.1,18407.77,6683.08,0.29,0.67,159,0.2,121000.0,0
1807,Durg,Auto Driver,11682.64,9005.18,1840.14,0.34,0.71,93,0.09,42000.0,0
1808,Raipur,Delivery Partner,9441.81,5546.61,1843.48,0.33,0.77,119,0.37,35000.0,0
1809,Raipur,Auto Driver,22209.92,9710.41,8656.82,0.32,0.41,94,0.1,35000.0,0
1810,Raipur,Delivery Partner,31917.89,19223.15,11488.68,0.19,0.9,171,0.31,131000.0,0
1811,Durg,Auto Driver,20470.89,16320.61,4603.09,0.32,0.76,144,0.08,82000.0,1
1812,Bilaspur,Delivery Partner,22213.77,12018.42,4110.72,0.51,0.71,100,0.39,109000.0,0
1813,Raipur,Delivery Partner,26210.47,13244.99,9971.5,0.36,0.82,151,0.5,97000.0,0
1814,Raipur,Auto Driver,16396.43,8447.11,4343.24,0.2,0.77,132,0.21,23000.0,0
1815,Raipur,Shop Owner,55894.58,32573.81,21173.35,0.33,0.8,417,0.02,141000.0,0
1816,Korba,Freelancer,18171.55,9665.87,4120.86,0.81,0.8,20,0.35,25000.0,0
1817,Raipur,Auto Driver,17071.98,9804.84,5388.57,0.24,0.57,107,0.08,54000.0,0
1818,Bilaspur,Freelancer,25542.32,11741.42,13549.38,0.37,0.93,27,0.55,49000.0,0
1819,Durg,Street Vendor,15093.87,11977.87,2599.77,0.21,0.57,277,0.03,19000.0,1
1820,Bhilai,Street Vendor,17941.28,13803.31,2385.31,0.47,0.55,164,0.1,54000.0,1
1821,Raipur,Auto Driver,18197.87,15175.68,2375.81,0.29,0.47,120,0.15,48000.0,1
1822,Raipur,Street Vendor,17665.3,13435.16,1922.4,0.24,0.41,305,0.07,26000.0,1
1823,Durg,Delivery Partner,31511.03,22092.73,9613.24,0.46,0.75,136,0.43,145000.0,0
1824,Bilaspur,Auto Driver,17099.43,9569.36,8339.1,0.33,0.68,147,0.1,44000.0,1
1825,Durg,Delivery Partner,22998.74,15372.02,3086.89,0.38,0.79,178,0.37,85000.0,1
1826,Durg,Delivery Partner,14730.34,8097.61,7061.91,0.24,0.96,212,0.39,16000.0,0
1827,Raipur,Freelancer,32870.68,16456.44,11489.84,0.95,0.87,73,0.66,47000.0,1
1828,Korba,Shop Owner,52195.6,30020.13,11784.36,0.24,0.79,44,0.04,211000.0,0
1829,Bilaspur,Shop Owner,39622.4,23858.33,11911.29,0.12,0.61,338,0.1,80000.0,0
1830,Raipur,Delivery Partner,23023.93,12876.64,7867.11,0.49,0.93,195,0.39,83000.0,0
1831,Korba,Delivery Partner,21218.7,11691.9,7573.23,0.54,0.76,202,0.3,94000.0,1
1832,Durg,Delivery Partner,30821.92,18176.73,10082.04,0.4,0.87,139,0.42,136000.0,0
1833,Durg,Delivery Partner,22349.93,18813.55,3308.56,0.34,0.76,138,0.5,85000.0,1
1834,Bilaspur,Street Vendor,17310.74,11219.97,2788.81,0.1,0.65,95,0.04,68000.0,0
1835,Bilaspur,Street Vendor,10235.84,7347.89,1860.22,0.27,0.54,189,0.03,13000.0,0
1836,Durg,Street Vendor,14501.82,11574.98,3623.94,0.12,0.48,206,0.03,59000.0,0
1837,Raipur,Shop Owner,21859.04,14389.2,3236.5,0.1,0.72,243,0.07,34000.0,0
1838,Bhilai,Delivery Partner,26023.76,17657.01,9087.91,0.41,0.89,202,0.39,100000.0,0
1839,Korba,Delivery Partner,17289.04,8421.79,5909.3,0.26,0.85,101,0.3,58000.0,0
1840,Raipur,Freelancer,33538.22,16883.6,14969.08,0.46,0.87,22,0.74,47000.0,1
1841,Bhilai,Delivery Partner,18008.09,8078.82,4049.28,0.36,0.98,121,0.37,53000.0,0
1842,Bhilai,Street Vendor,14011.35,10066.89,2448.5,0.3,0.47,126,0.1,56000.0,1
1843,Bhilai,Freelancer,30165.56,11656.02,20831.72,0.61,0.89,32,0.67,78000.0,1
1844,Durg,Delivery Partner,28497.35,17926.14,12171.01,0.59,0.82,78,0.41,134000.0,1
1845,Korba,Street Vendor,14796.76,11868.47,2415.44,0.39,0.66,244,0.05,54000.0,0
1846,Raipur,Street Vendor,23807.32,16844.58,8446.26,0.35,0.58,174,0.11,37000.0,1
1847,Raipur,Delivery Partner,18947.43,12841.25,3682.19,0.48,0.94,179,0.4,33000.0,0
1848,Raipur,Shop Owner,23780.9,17858.85,2740.23,0.11,0.71,417,0.01,51000.0,1
1849,Bilaspur,Auto Driver,16030.67,10595.39,6826.85,0.34,0.64,81,0.21,71000.0,1
1850,Durg,Freelancer,16414.04,7647.01,8086.65,0.75,0.85,36,0.42,69000.0,1
1851,Raipur,Auto Driver,20499.17,14851.23,4890.26,0.34,0.45,111,0.07,74000.0,1
1852,Bilaspur,Auto Driver,21238.73,13142.76,5549.78,0.21,0.46,167,0.19,83000.0,1
1853,Bilaspur,Shop Owner,36611.06,27558.22,5944.75,0.07,0.75,323,0.03,157000.0,1
1854,Bilaspur,Delivery Partner,21969.19,9645.68,6511.82,0.38,0.84,125,0.38,85000.0,1
1855,Korba,Shop Owner,47441.33,35069.51,11858.02,0.17,0.55,300,0.03,136000.0,0
1856,Raipur,Street Vendor,10510.22,8330.15,963.19,0.32,0.52,183,0.06,24000.0,0
1857,Bilaspur,Auto Driver,14380.89,9554.5,4963.64,0.15,0.55,122,0.15,65000.0,0
1858,Bhilai,Shop Owner,54415.5,39039.35,17209.14,0.07,0.51,353,0.09,183000.0,0
1859,Bilaspur,Freelancer,24493.32,13138.17,8565.59,0.49,0.89,27,0.45,62000.0,0
1860,Bilaspur,Auto Driver,23780.27,11875.9,13789.28,0.26,0.79,56,0.15,61000.0,0
1861,Bilaspur,Shop Owner,39601.71,27317.78,11060.48,0.05,0.73,175,0.07,107000.0,0
1862,Durg,Shop Owner,33903.93,25978.18,7288.14,0.05,0.75,429,0.01,70000.0,0
1863,Raipur,Freelancer,11720.99,5651.62,2744.06,0.72,0.84,15,0.64,22000.0,0
1864,Durg,Street Vendor,11843.31,8279.69,3511.83,0.35,0.7,182,0.06,38000.0,1
1865,Korba,Freelancer,31185.75,19160.95,7767.46,0.52,0.95,7,0.51,35000.0,1
1866,Korba,Street Vendor,12155.7,9742.73,1910.13,0.22,0.52,305,0.09,15000.0,0
1867,Raipur,Freelancer,8533.97,2560.19,3280.99,0.61,0.81,43,0.38,38000.0,0
1868,Raipur,Auto Driver,20004.04,11555.15,4537.89,0.15,0.57,147,0.19,38000.0,1
1869,Raipur,Freelancer,33252.13,25281.37,5530.61,0.58,0.86,27,0.75,38000.0,1
1870,Bilaspur,Auto Driver,23356.93,14238.37,8375.03,0.3,0.45,76,0.13,116000.0,0
1871,Bilaspur,Freelancer,28460.64,9493.81,18683.79,0.7,0.97,16,0.36,52000.0,0
1872,Raipur,Shop Owner,56409.54,50039.54,5843.52,0.15,0.57,146,0.03,164000.0,1
1873,Durg,Freelancer,17288.74,11370.43,2866.97,0.58,0.99,20,0.43,76000.0,0
1874,Bilaspur,Auto Driver,15008.36,8957.23,5630.5,0.35,0.79,71,0.17,58000.0,0
1875,Bilaspur,Freelancer,7646.35,2739.29,6187.78,0.6,0.81,51,0.44,18000.0,0
1876,Durg,Auto Driver,22810.91,13439.12,11285.01,0.44,0.65,110,0.06,37000.0,0
1877,Durg,Shop Owner,45073.58,31060.21,11513.29,0.06,0.8,175,0.06,154000.0,0
1878,Durg,Street Vendor,18481.19,10411.23,8971.29,0.21,0.53,274,0.15,52000.0,0
1879,Raipur,Street Vendor,15036.87,11339.99,3011.87,0.28,0.41,165,0.1,18000.0,1
1880,Durg,Auto Driver,23288.5,13050.98,5864.2,0.35,0.45,115,0.06,65000.0,1
1881,Durg,Freelancer,20236.22,12865.32,8166.77,0.67,0.91,29,0.63,32000.0,0
1882,Bilaspur,Freelancer,16945.23,5083.57,7827.09,0.61,0.99,50,0.7,56000.0,0
1883,Durg,Street Vendor,17137.28,14693.44,1269.54,0.19,0.31,192,0.02,85000.0,1
1884,Bilaspur,Shop Owner,33884.7,26230.9,5063.43,0.18,0.7,463,0.06,44000.0,0
1885,Raipur,Auto Driver,20676.32,12732.02,5707.29,0.32,0.75,139,0.06,76000.0,0
1886,Bhilai,Delivery Partner,22675.34,11533.14,6832.53,0.35,0.86,184,0.2,110000.0,0
1887,Raipur,Shop Owner,34058.94,22505.47,14027.54,0.08,0.58,254,0.03,76000.0,0
1888,Raipur,Shop Owner,33792.76,27433.54,4358.86,0.21,0.74,160,0.1,117000.0,0
1889,Bilaspur,Street Vendor,20622.41,15039.81,6170.95,0.14,0.47,175,0.07,102000.0,0
1890,Korba,Auto Driver,24885.7,14435.45,13529.49,0.35,0.79,116,0.15,86000.0,0
1891,Raipur,Street Vendor,7705.93,6410.21,1017.31,0.24,0.36,169,0.11,34000.0,1
1892,Bhilai,Auto Driver,18832.85,11929.86,5553.49,0.37,0.79,113,0.2,93000.0,0
1893,Bilaspur,Street Vendor,11394.93,8389.34,1720.94,0.22,0.33,90,0.1,53000.0,1
1894,Raipur,Street Vendor,16210.15,9961.05,6766.46,0.13,0.68,270,0.12,74000.0,1
1895,Durg,Shop Owner,45117.78,33808.65,8358.23,0.14,0.55,381,0.05,178000.0,1
1896,Bilaspur,Shop Owner,38593.63,32813.16,6082.73,0.16,0.51,305,0.0,106000.0,1
1897,Durg,Auto Driver,20261.16,12717.44,3448.93,0.4,0.66,160,0.11,63000.0,1
1898,Raipur,Auto Driver,26949.14,18933.35,7794.5,0.4,0.53,100,0.06,39000.0,0
1899,Bhilai,Auto Driver,16390.2,8503.53,4647.55,0.28,0.44,145,0.09,34000.0,1
1900,Bilaspur,Auto Driver,12805.9,8553.23,3213.66,0.31,0.71,110,0.22,26000.0,1
1901,Durg,Freelancer,21275.67,12894.95,7313.98,0.66,0.8,53,0.5,59000.0,1
1902,Raipur,Delivery Partner,20957.67,15044.08,6672.28,0.39,0.83,146,0.44,81000.0,0
1903,Bilaspur,Street Vendor,16248.87,11274.35,5869.54,0.22,0.41,142,0.03,27000.0,1
1904,Raipur,Delivery Partner,24478.7,16773.89,9184.64,0.22,0.94,101,0.24,83000.0,0
1905,Bilaspur,Shop Owner,41574.67,33809.6,8648.3,0.05,0.83,387,0.05,194000.0,0
1906,Raipur,Shop Owner,24779.15,15140.0,8791.01,0.07,0.51,273,0.02,58000.0,0
1907,Korba,Delivery Partner,20399.11,11443.5,5444.1,0.57,0.79,82,0.26,51000.0,1
1908,Bhilai,Delivery Partner,22119.93,14844.71,3011.99,0.49,0.78,193,0.42,36000.0,0
1909,Bhilai,Delivery Partner,13678.16,9776.18,3468.13,0.51,0.81,175,0.21,50000.0,0
1910,Raipur,Street Vendor,12129.06,8099.15,4849.57,0.21,0.38,138,0.14,38000.0,0
1911,Bhilai,Freelancer,27590.49,19742.29,8357.03,0.55,0.81,49,0.71,111000.0,1
1912,Bilaspur,Delivery Partner,17573.3,7843.56,12494.07,0.5,0.79,141,0.59,85000.0,0
1913,Korba,Street Vendor,19449.37,16475.35,2125.34,0.22,0.4,280,0.05,76000.0,0
1914,Bhilai,Auto Driver,22289.1,11037.99,8730.7,0.3,0.56,157,0.21,38000.0,0
1915,Bhilai,Shop Owner,47110.77,30042.86,17255.01,0.05,0.55,323,0.06,191000.0,1
1916,Bilaspur,Delivery Partner,31311.38,12908.23,20787.47,0.41,0.87,157,0.35,135000.0,0
1917,Bilaspur,Shop Owner,26114.28,19842.82,6504.27,0.13,0.73,154,0.04,106000.0,0
1918,Durg,Street Vendor,14769.59,6355.27,6864.64,0.22,0.43,198,0.08,71000.0,0
1919,Bhilai,Street Vendor,14897.42,9187.76,5058.06,0.27,0.61,230,0.09,24000.0,0
1920,Bhilai,Delivery Partner,32952.85,16036.16,11398.23,0.36,0.7,179,0.59,75000.0,1
1921,Durg,Auto Driver,17492.82,6607.41,10594.52,0.28,0.62,157,0.09,41000.0,0
1922,Raipur,Street Vendor,8324.23,6551.2,998.31,0.27,0.66,165,0.04,30000.0,0
1923,Durg,Freelancer,20820.5,7289.12,15616.77,0.7,0.86,18,0.79,85000.0,0
1924,Bhilai,Auto Driver,20001.2,11076.84,9309.22,0.52,0.61,166,0.16,46000.0,1
1925,Bilaspur,Shop Owner,27385.75,18118.05,8696.72,0.3,0.6,285,0.08,135000.0,0
1926,Raipur,Delivery Partner,18978.83,12962.46,4120.83,0.2,0.76,181,0.52,83000.0,1
1927,Durg,Auto Driver,18096.73,12090.16,3373.2,0.32,0.63,140,0.15,49000.0,0
1928,Bhilai,Street Vendor,14280.42,9809.66,2366.47,0.44,0.5,90,0.11,23000.0,1
1929,Durg,Freelancer,19698.24,7643.6,12232.7,0.47,0.97,24,0.64,53000.0,1
1930,Raipur,Delivery Partner,23330.08,12807.73,10121.5,0.53,0.99,256,0.45,93000.0,0
1931,Durg,Shop Owner,52935.5,37799.7,6986.48,0.15,0.66,356,0.07,109000.0,0
1932,Durg,Street Vendor,11622.79,9453.8,1726.86,0.29,0.57,133,0.09,29000.0,1
1933,Durg,Auto Driver,15224.96,8539.68,4597.41,0.3,0.75,140,0.06,24000.0,1
1934,Durg,Shop Owner,34101.04,29444.29,2972.58,0.13,0.58,401,0.03,150000.0,0
1935,Durg,Street Vendor,13809.88,7807.49,2725.11,0.29,0.63,78,0.15,61000.0,1
1936,Bilaspur,Delivery Partner,19736.36,11277.44,7375.31,0.3,0.94,137,0.4,38000.0,0
1937,Raipur,Freelancer,14592.64,7817.77,8510.61,0.66,0.81,29,0.32,45000.0,1
1938,Bilaspur,Auto Driver,16007.83,8581.81,3718.61,0.49,0.74,122,0.07,18000.0,1
1939,Bhilai,Shop Owner,31213.33,29652.66,1555.79,0.12,0.66,554,0.02,144000.0,0
1940,Raipur,Street Vendor,10204.93,7018.83,3640.73,0.24,0.31,172,0.09,46000.0,0
1941,Raipur,Auto Driver,17558.51,10085.97,5367.84,0.44,0.46,86,0.16,69000.0,0
1942,Bhilai,Street Vendor,12077.69,7574.81,5715.41,0.24,0.45,210,0.03,60000.0,0
1943,Bilaspur,Street Vendor,11530.99,6877.88,2496.91,0.36,0.6,116,0.08,50000.0,0
1944,Bilaspur,Delivery Partner,28030.79,18010.79,6505.44,0.4,0.93,179,0.43,62000.0,1
1945,Bilaspur,Shop Owner,33395.37,28389.75,3526.78,0.07,0.8,489,0.1,89000.0,1
1946,Durg,Auto Driver,17352.61,8469.92,6418.91,0.31,0.56,142,0.18,78000.0,0
1947,Bhilai,Street Vendor,8894.52,6667.97,2690.42,0.3,0.38,115,0.03,28000.0,0
1948,Raipur,Freelancer,33231.2,15240.81,7214.93,0.56,0.91,31,0.51,138000.0,1
1949,Bhilai,Shop Owner,46208.82,31413.69,7277.28,0.05,0.57,195,0.07,92000.0,0
